order_date,category,units_sold,inventory_on_hand,unit_price,injected_anomaly
2023-06-06,Furniture,129,311,411.55,
2023-06-07,Furniture,136,292,404.43,
2023-06-08,Furniture,118,260,403.83,
2023-06-09,Furniture,88,196,391.98,
2023-06-10,Furniture,95,193,399.1,
2023-06-11,Furniture,102,189,406.23,
2023-06-12,Furniture,116,233,394.79,
2023-06-13,Furniture,130,277,383.35,
2023-06-14,Furniture,122,294,407.16,
2023-06-15,Furniture,114,195,387.2,
2023-06-16,Furniture,89,135,399.03,
2023-06-17,Furniture,94,201,406.65,
2023-06-18,Furniture,98,225,398.12,
2023-06-19,Furniture,103,304,408.41,
2023-06-20,Furniture,119,334,400.37,
2023-06-21,Furniture,135,364,392.33,
2023-06-22,Furniture,121,317,412.93,
2023-06-23,Furniture,84,162,384.83,
2023-06-24,Furniture,98,174,398.37,
2023-06-25,Furniture,98,249,399.9,
2023-06-26,Furniture,100,285,410.1,
2023-06-27,Furniture,113,218,417.06,
2023-06-28,Furniture,115,257,385.85,
2023-06-29,Furniture,97,170,393.16,
2023-06-30,Furniture,87,187,397.96,
2023-07-01,Furniture,83,224,408.69,
2023-07-02,Furniture,88,230,394.91,
2023-07-03,Furniture,92,273,404.03,
2023-07-04,Furniture,97,306,379.52,
2023-07-05,Furniture,102,260,386.48,
2023-07-06,Furniture,107,213,393.43,
2023-07-07,Furniture,82,188,411.82,
2023-07-08,Furniture,82,214,408.9,
2023-07-09,Furniture,81,223,380.17,
2023-07-10,Furniture,93,211,408.13,
2023-07-11,Furniture,113,244,399.5,
2023-07-12,Furniture,105,224,399.66,
2023-07-13,Furniture,97,204,399.83,
2023-07-14,Furniture,89,145,379.71,
2023-07-15,Furniture,76,180,384.19,
2023-07-16,Furniture,78,158,382.14,
2023-07-17,Furniture,80,231,389.03,
2023-07-18,Furniture,107,251,394.44,
2023-07-19,Furniture,111,216,418.31,
2023-07-20,Furniture,104,197,390.87,
2023-07-21,Furniture,74,172,393.19,
2023-07-22,Furniture,75,154,391.62,
2023-07-23,Furniture,80,136,398.91,
2023-07-24,Furniture,87,195,379.25,
2023-07-25,Furniture,90,224,397.67,
2023-07-26,Furniture,92,147,385.16,
2023-07-27,Furniture,86,209,384.61,
2023-07-28,Furniture,79,212,383.26,
2023-07-29,Furniture,79,221,411.03,
2023-07-30,Furniture,80,124,418.19,
2023-07-31,Furniture,79,171,390.33,
2023-08-01,Furniture,95,196,412.05,
2023-08-02,Furniture,102,194,418.9,
2023-08-03,Furniture,84,178,416.08,
2023-08-04,Furniture,65,163,413.26,
2023-08-05,Furniture,67,190,410.9,
2023-08-06,Furniture,74,158,409.59,
2023-08-07,Furniture,86,191,404.8,
2023-08-08,Furniture,98,224,400.01,
2023-08-09,Furniture,63,185,395.24,
2023-08-10,Furniture,89,246,396.78,
2023-08-11,Furniture,69,178,380.6,
2023-08-12,Furniture,58,130,387.79,
2023-08-13,Furniture,68,169,386.8,
2023-08-14,Furniture,79,130,385.8,
2023-08-15,Furniture,83,162,396.43,
2023-08-16,Furniture,93,168,402.7,
2023-08-17,Furniture,89,180,398.6,
2023-08-18,Furniture,67,191,385.16,
2023-08-19,Furniture,63,197,386.33,
2023-08-20,Furniture,59,107,406.97,
2023-08-21,Furniture,77,166,389.8,
2023-08-22,Furniture,90,240,414.88,
2023-08-23,Furniture,106,222,409.83,
2023-08-24,Furniture,88,164,382.4,
2023-08-25,Furniture,67,118,390.42,
2023-08-26,Furniture,68,166,401.59,
2023-08-27,Furniture,75,185,417.92,
2023-08-28,Furniture,79,126,408.92,
2023-08-29,Furniture,81,214,384.96,
2023-08-30,Furniture,78,183,383.82,
2023-08-31,Furniture,77,152,404.34,
2023-09-01,Furniture,73,198,387.3,
2023-09-02,Furniture,79,185,389.95,
2023-09-03,Furniture,85,171,392.61,
2023-09-04,Furniture,92,158,395.26,
2023-09-05,Furniture,85,146,398.59,
2023-09-06,Furniture,78,134,401.91,
2023-09-07,Furniture,72,122,405.24,
2023-09-08,Furniture,67,132,393.08,
2023-09-09,Furniture,62,142,380.93,
2023-09-10,Furniture,62,142,398.22,
2023-09-11,Furniture,67,165,392.17,
2023-09-12,Furniture,93,204,406.21,
2023-09-13,Furniture,88,233,400.53,
2023-09-14,Furniture,77,221,394.5,
2023-09-15,Furniture,57,107,414.82,
2023-09-16,Furniture,69,148,389.11,
2023-09-17,Furniture,65,186,398.91,
2023-09-18,Furniture,69,110,412.22,
2023-09-19,Furniture,87,164,415.84,
2023-09-20,Furniture,94,168,409.48,
2023-09-21,Furniture,78,367,394.51,spike
2023-09-22,Furniture,61,121,394.97,
2023-09-23,Furniture,68,148,404.11,
2023-09-24,Furniture,75,133,414.72,
2023-09-25,Furniture,68,150,394.55,
2023-09-26,Furniture,73,188,382.7,
2023-09-27,Furniture,98,268,382.24,
2023-09-28,Furniture,80,123,397.89,
2023-09-29,Furniture,65,128,415.59,
2023-09-30,Furniture,66,142,399.72,
2023-10-01,Furniture,66,157,383.85,
2023-10-02,Furniture,100,284,379.67,
2023-10-03,Furniture,103,184,387.38,
2023-10-04,Furniture,107,220,394.53,
2023-10-05,Furniture,110,257,401.68,
2023-10-06,Furniture,66,150,404.09,
2023-10-07,Furniture,60,164,387.79,
2023-10-08,Furniture,66,175,395.92,
2023-10-09,Furniture,72,164,392.73,
2023-10-10,Furniture,77,152,389.54,
2023-10-11,Furniture,83,216,393.96,
2023-10-12,Furniture,80,152,389.87,
2023-10-13,Furniture,62,130,381.71,
2023-10-14,Furniture,70,126,403.64,
2023-10-15,Furniture,68,134,396.31,
2023-10-16,Furniture,67,142,388.98,
2023-10-17,Furniture,81,151,382.73,
2023-10-18,Furniture,94,281,384.47,
2023-10-19,Furniture,75,165,414.26,
2023-10-20,Furniture,58,174,385.17,
2023-10-21,Furniture,66,127,402.74,
2023-10-22,Furniture,62,168,392.46,
2023-10-23,Furniture,74,205,405.58,
2023-10-24,Furniture,86,146,392.09,
2023-10-25,Furniture,95,255,397.98,
2023-10-26,Furniture,90,137,384.23,
2023-10-27,Furniture,68,178,393.07,
2023-10-28,Furniture,65,126,413.31,
2023-10-29,Furniture,74,209,410.28,
2023-10-30,Furniture,71,200,407.26,
2023-10-31,Furniture,97,266,408.91,
2023-11-01,Furniture,104,278,398.34,
2023-11-02,Furniture,112,291,387.77,
2023-11-03,Furniture,107,275,386.94,
2023-11-04,Furniture,116,259,404.95,
2023-11-05,Furniture,118,227,406.24,
2023-11-06,Furniture,120,288,402.93,
2023-11-07,Furniture,121,349,399.62,
2023-11-08,Furniture,159,345,413.49,
2023-11-09,Furniture,138,341,418.93,
2023-11-10,Furniture,96,269,404.56,
2023-11-11,Furniture,105,190,394.63,
2023-11-12,Furniture,115,248,385.92,
2023-11-13,Furniture,123,332,387.95,
2023-11-14,Furniture,139,324,401.91,
2023-11-15,Furniture,157,387,382.25,
2023-11-16,Furniture,112,222,407.58,
2023-11-17,Furniture,105,230,410.61,
2023-11-18,Furniture,115,311,413.37,
2023-11-19,Furniture,103,266,407.65,
2023-11-20,Furniture,114,269,398.76,
2023-11-21,Furniture,146,367,392.13,
2023-11-22,Furniture,138,371,382.48,
2023-11-23,Furniture,130,368,416.36,
2023-11-24,Furniture,96,175,391.98,
2023-11-25,Furniture,96,215,387.19,
2023-11-26,Furniture,120,284,401.67,
2023-11-27,Furniture,120,189,388.88,
2023-11-28,Furniture,117,179,418.07,
2023-11-29,Furniture,154,257,409.83,
2023-11-30,Furniture,144,371,412.55,
2023-12-01,Furniture,122,282,402.38,
2023-12-02,Furniture,99,194,392.22,
2023-12-03,Furniture,118,254,395.68,
2023-12-04,Furniture,126,247,399.14,
2023-12-05,Furniture,133,240,402.6,
2023-12-06,Furniture,122,264,409.01,
2023-12-07,Furniture,106,284,418.09,
2023-12-08,Furniture,105,237,398.99,
2023-12-09,Furniture,117,262,397.15,
2023-12-10,Furniture,129,286,395.31,
2023-12-11,Furniture,141,301,388.29,
2023-12-12,Furniture,153,316,381.28,
2023-12-13,Furniture,159,356,381.21,
2023-12-14,Furniture,140,397,416.2,
2023-12-15,Furniture,124,356,417.27,
2023-12-16,Furniture,109,316,418.34,
2023-12-17,Furniture,120,306,404.36,
2023-12-18,Furniture,138,271,418.36,
2023-12-19,Furniture,155,259,415.36,
2023-12-20,Furniture,157,336,382.72,
2023-12-21,Furniture,141,331,414.83,
2023-12-22,Furniture,110,320,392.39,
2023-12-23,Furniture,123,233,397.11,
2023-12-24,Furniture,130,303,398.49,
2023-12-25,Furniture,138,373,399.87,
2023-12-26,Furniture,158,290,407.69,
2023-12-27,Furniture,170,435,396.81,
2023-12-28,Furniture,147,310,402.59,
2023-12-29,Furniture,117,185,400.86,
2023-12-30,Furniture,120,332,380.9,
2023-12-31,Furniture,122,204,411.02,
2024-01-01,Furniture,100,177,399.36,
2024-01-02,Furniture,116,208,391.57,
2024-01-03,Furniture,133,240,383.78,
2024-01-04,Furniture,148,382,396.22,
2024-01-05,Furniture,97,201,406.57,
2024-01-06,Furniture,72,178,396.38,drop
2024-01-07,Furniture,110,277,402.94,
2024-01-08,Furniture,118,292,409.5,
2024-01-09,Furniture,126,198,386.53,
2024-01-10,Furniture,122,192,389.14,
2024-01-11,Furniture,119,187,391.75,
2024-01-12,Furniture,94,164,398.62,
2024-01-13,Furniture,98,202,404.04,
2024-01-14,Furniture,103,239,409.47,
2024-01-15,Furniture,111,259,401.79,
2024-01-16,Furniture,132,248,383.18,
2024-01-17,Furniture,119,256,411.22,
2024-01-18,Furniture,123,202,405.49,
2024-01-19,Furniture,93,243,391.63,
2024-01-20,Furniture,103,253,388.12,
2024-01-21,Furniture,100,203,402.5,
2024-01-22,Furniture,100,226,392.99,
2024-01-23,Furniture,146,355,393.76,
2024-01-24,Furniture,157,245,394.54,
2024-01-25,Furniture,137,266,382.9,
2024-01-26,Furniture,107,288,417.34,
2024-01-27,Furniture,633,1460,383.06,spike
2024-01-28,Furniture,109,187,403.68,
2024-01-29,Furniture,122,241,399.28,
2024-01-30,Furniture,135,295,394.88,
2024-01-31,Furniture,160,425,386.69,
2024-02-01,Furniture,129,214,393.93,
2024-02-02,Furniture,100,178,399.96,
2024-02-03,Furniture,108,213,405.99,
2024-02-04,Furniture,112,266,395.24,
2024-02-05,Furniture,117,319,384.5,
2024-02-06,Furniture,130,311,386.2,
2024-02-07,Furniture,170,482,379.95,
2024-02-08,Furniture,128,216,390.36,
2024-02-09,Furniture,111,220,394.57,
2024-02-10,Furniture,94,223,398.78,
2024-02-11,Furniture,120,280,396.73,
2024-02-12,Furniture,130,280,410.2,
2024-02-13,Furniture,143,372,381.85,
2024-02-14,Furniture,157,325,409.36,
2024-02-15,Furniture,138,277,406.31,
2024-02-16,Furniture,119,230,403.26,
2024-02-17,Furniture,99,170,413.19,
2024-02-18,Furniture,122,184,410.78,
2024-02-19,Furniture,124,228,414.58,
2024-02-20,Furniture,127,273,403.34,
2024-02-21,Furniture,130,317,392.11,
2024-02-22,Furniture,150,311,417.61,
2024-02-23,Furniture,104,158,395.52,
2024-02-24,Furniture,116,213,381.63,
2024-02-25,Furniture,128,214,383.32,
2024-02-26,Furniture,128,282,412.36,
2024-02-27,Furniture,144,334,398.06,
2024-02-28,Furniture,159,386,383.77,
2024-02-29,Furniture,143,298,390.65,
2024-03-01,Furniture,110,329,409.84,
2024-03-02,Furniture,116,292,384.79,
2024-03-03,Furniture,126,356,385.52,
2024-03-04,Furniture,144,223,386.24,
2024-03-05,Furniture,147,298,408.12,
2024-03-06,Furniture,114,323,412.17,
2024-03-07,Furniture,116,261,404.12,
2024-03-08,Furniture,117,199,396.08,
2024-03-09,Furniture,119,255,416.99,
2024-03-10,Furniture,119,269,388.48,
2024-03-11,Furniture,128,370,413.45,
2024-03-12,Furniture,157,290,382.04,
2024-03-13,Furniture,141,271,382.77,
2024-03-14,Furniture,158,301,396.14,
2024-03-15,Furniture,123,225,399.21,
2024-03-16,Furniture,128,244,399.29,
2024-03-17,Furniture,132,263,399.37,
2024-03-18,Furniture,129,282,389.52,
2024-03-19,Furniture,163,371,382.53,
2024-03-20,Furniture,173,460,415.8,
2024-03-21,Furniture,140,399,413.31,
2024-03-22,Furniture,113,273,404.95,
2024-03-23,Furniture,120,283,398.39,
2024-03-24,Furniture,130,334,382.43,
2024-03-25,Furniture,141,301,403.33,
2024-03-26,Furniture,149,344,381.53,
2024-03-27,Furniture,142,386,392.9,
2024-03-28,Furniture,136,431,391.95,
2024-03-29,Furniture,129,338,391.0,
2024-03-30,Furniture,122,245,390.05,
2024-03-31,Furniture,118,198,390.94,
2024-04-01,Furniture,113,264,391.84,
2024-04-02,Furniture,135,212,394.97,
2024-04-03,Furniture,170,389,402.02,
2024-04-04,Furniture,142,242,388.63,
2024-04-05,Furniture,126,236,389.25,
2024-04-06,Furniture,110,229,389.86,
2024-04-07,Furniture,126,268,413.86,
2024-04-08,Furniture,123,246,400.86,
2024-04-09,Furniture,166,414,399.91,
2024-04-10,Furniture,172,269,403.88,
2024-04-11,Furniture,148,277,379.8,
2024-04-12,Furniture,143,273,399.4,
2024-04-13,Furniture,126,212,403.97,
2024-04-14,Furniture,125,227,389.57,
2024-04-15,Furniture,129,322,412.95,
2024-04-16,Furniture,174,444,409.08,
2024-04-17,Furniture,175,301,396.57,
2024-04-18,Furniture,149,371,395.19,
2024-04-19,Furniture,124,336,415.83,
2024-04-20,Furniture,115,233,409.29,
2024-04-21,Furniture,139,380,387.57,
2024-04-22,Furniture,141,289,389.55,
2024-04-23,Furniture,156,286,388.44,
2024-04-24,Furniture,170,283,387.34,
2024-04-25,Furniture,132,216,406.52,
2024-04-26,Furniture,115,231,382.31,
2024-04-27,Furniture,125,340,417.31,
2024-04-28,Furniture,132,223,392.16,
2024-04-29,Furniture,138,394,385.5,
2024-04-30,Furniture,167,455,418.8,
2024-05-01,Furniture,168,495,386.45,
2024-05-02,Furniture,137,362,393.48,
2024-05-03,Furniture,137,332,400.04,
2024-05-04,Furniture,138,303,403.88,
2024-05-05,Furniture,138,227,405.22,
2024-05-06,Furniture,146,287,400.06,
2024-05-07,Furniture,135,174,383.3,
2024-05-08,Furniture,125,190,383.82,
2024-05-09,Furniture,114,207,384.33,
2024-05-10,Furniture,96,182,381.45,
2024-05-11,Furniture,120,290,384.11,
2024-05-12,Furniture,119,282,407.31,
2024-05-13,Furniture,131,372,390.67,
2024-05-14,Furniture,143,418,389.1,
2024-05-15,Furniture,155,464,387.53,
2024-05-16,Furniture,130,337,402.08,
2024-05-17,Furniture,110,249,395.9,
2024-05-18,Furniture,624,1125,385.1,spike
2024-05-19,Furniture,372,684,386.97,
2024-05-20,Furniture,119,243,410.19,
2024-05-21,Furniture,148,348,397.88,
2024-05-22,Furniture,147,246,417.13,
2024-05-23,Furniture,131,296,411.4,
2024-05-24,Furniture,112,314,384.05,
2024-05-25,Furniture,104,242,417.34,
2024-05-26,Furniture,129,222,404.33,
2024-05-27,Furniture,127,239,407.79,
2024-05-28,Furniture,157,367,405.26,
2024-05-29,Furniture,157,386,391.02,
2024-05-30,Furniture,127,301,391.98,
2024-05-31,Furniture,107,173,408.76,
2024-06-01,Furniture,110,206,405.17,
2024-06-02,Furniture,113,239,401.59,
2024-06-03,Furniture,116,237,396.24,
2024-06-04,Furniture,119,236,390.88,
2024-06-05,Furniture,122,234,385.53,
2024-06-06,Furniture,125,232,380.18,
2024-06-07,Furniture,120,284,414.74,
2024-06-08,Furniture,105,241,406.57,
2024-06-09,Furniture,72,120,410.97,
2024-06-10,Furniture,114,194,390.12,
2024-06-11,Furniture,159,286,397.66,
2024-06-12,Furniture,147,269,408.95,
2024-06-13,Furniture,135,254,380.54,
2024-06-14,Furniture,120,219,390.01,
2024-06-15,Furniture,107,272,417.74,
2024-06-16,Furniture,109,204,408.92,
2024-06-17,Furniture,134,245,396.6,
2024-06-18,Furniture,133,323,390.28,
2024-06-19,Furniture,132,359,402.39,
2024-06-20,Furniture,131,242,408.18,
2024-06-21,Furniture,92,265,413.54,
2024-06-22,Furniture,92,206,400.3,
2024-06-23,Furniture,93,147,418.94,
2024-06-24,Furniture,92,234,404.3,
2024-06-25,Furniture,131,384,394.99,
2024-06-26,Furniture,127,368,397.34,
2024-06-27,Furniture,110,248,399.68,
2024-06-28,Furniture,104,268,402.98,
2024-06-29,Furniture,99,235,405.07,
2024-06-30,Furniture,94,257,395.13,
2024-07-01,Furniture,103,284,412.21,
2024-07-02,Furniture,122,285,416.98,
2024-07-03,Furniture,142,314,406.88,
2024-07-04,Furniture,153,312,394.54,
2024-07-05,Furniture,163,311,397.18,
2024-07-06,Furniture,90,237,394.62,
2024-07-07,Furniture,103,282,404.72,
2024-07-08,Furniture,108,246,404.57,
2024-07-09,Furniture,125,263,400.79,
2024-07-10,Furniture,128,215,414.01,
2024-07-11,Furniture,110,308,379.42,
2024-07-12,Furniture,88,207,414.55,
2024-07-13,Furniture,99,218,409.25,
2024-07-14,Furniture,89,150,392.66,
2024-07-15,Furniture,94,175,382.05,
2024-07-16,Furniture,124,316,409.06,
2024-07-17,Furniture,126,310,382.06,
2024-07-18,Furniture,110,303,397.38,
2024-07-19,Furniture,85,210,404.61,
2024-07-20,Furniture,90,205,384.07,
2024-07-21,Furniture,90,262,407.55,
2024-07-22,Furniture,102,239,393.98,
2024-07-23,Furniture,114,305,398.82,
2024-07-24,Furniture,125,371,403.65,
2024-07-25,Furniture,105,164,380.81,
2024-07-26,Furniture,91,198,404.28,
2024-07-27,Furniture,88,213,396.56,
2024-07-28,Furniture,86,177,394.68,
2024-07-29,Furniture,98,158,393.77,
2024-07-30,Furniture,121,332,383.43,
2024-07-31,Furniture,108,283,388.29,
2024-08-01,Furniture,95,184,404.19,
2024-08-02,Furniture,82,180,409.11,
2024-08-03,Furniture,89,255,414.02,
2024-08-04,Furniture,86,134,379.28,
2024-08-05,Furniture,118,249,388.44,
2024-08-06,Furniture,111,254,384.1,
2024-08-07,Furniture,103,251,385.89,
2024-08-08,Furniture,96,248,387.68,
2024-08-09,Furniture,76,180,387.56,
2024-08-10,Furniture,75,178,400.51,
2024-08-11,Furniture,80,175,380.27,
2024-08-12,Furniture,100,216,391.62,
2024-08-13,Furniture,119,258,402.97,
2024-08-14,Furniture,106,276,408.88,
2024-08-15,Furniture,91,174,412.96,
2024-08-16,Furniture,78,197,381.32,
2024-08-17,Furniture,80,160,380.38,
2024-08-18,Furniture,86,177,391.97,
2024-08-19,Furniture,79,131,380.59,
2024-08-20,Furniture,111,257,384.85,
2024-08-21,Furniture,94,268,399.56,
2024-08-22,Furniture,88,201,404.52,
2024-08-23,Furniture,77,134,409.48,
2024-08-24,Furniture,71,191,394.83,
2024-08-25,Furniture,80,224,417.44,
2024-08-26,Furniture,90,200,390.22,
2024-08-27,Furniture,100,214,406.8,
2024-08-28,Furniture,92,201,403.64,
2024-08-29,Furniture,84,188,400.47,
2024-08-30,Furniture,62,143,391.43,
2024-08-31,Furniture,70,206,379.34,
2024-09-01,Furniture,66,157,397.0,
2024-09-02,Furniture,74,325,397.86,
2024-09-03,Furniture,83,259,404.43,
2024-09-04,Furniture,96,193,401.79,
2024-09-05,Furniture,110,209,403.03,
2024-09-06,Furniture,123,225,404.27,
2024-09-07,Furniture,70,128,391.86,
2024-09-08,Furniture,74,168,393.56,
2024-09-09,Furniture,77,209,395.26,
2024-09-10,Furniture,98,192,405.22,
2024-09-11,Furniture,93,177,417.81,
2024-09-12,Furniture,84,166,406.15,
2024-09-13,Furniture,69,192,384.25,
2024-09-14,Furniture,73,120,415.8,
2024-09-15,Furniture,78,165,382.09,
2024-09-16,Furniture,74,157,395.24,
2024-09-17,Furniture,94,238,398.67,
2024-09-18,Furniture,95,285,397.46,
2024-09-19,Furniture,91,242,406.94,
2024-09-20,Furniture,80,161,405.73,
2024-09-21,Furniture,69,173,380.52,
2024-09-22,Furniture,76,189,408.43,
2024-09-23,Furniture,78,140,382.91,
2024-09-24,Furniture,87,196,403.75,
2024-09-25,Furniture,87,176,393.71,
2024-09-26,Furniture,87,155,383.67,
2024-09-27,Furniture,74,143,401.72,
2024-09-28,Furniture,63,98,381.13,
2024-09-29,Furniture,71,160,398.81,
2024-09-30,Furniture,90,211,379.51,
2024-10-01,Furniture,109,262,405.45,
2024-10-02,Furniture,96,215,408.99,
2024-10-03,Furniture,82,167,412.54,
2024-10-04,Furniture,69,119,416.08,
2024-10-05,Furniture,70,160,404.66,
2024-10-06,Furniture,70,202,393.23,
2024-10-07,Furniture,74,177,398.97,
2024-10-08,Furniture,90,160,406.48,
2024-10-09,Furniture,92,166,409.0,
2024-10-10,Furniture,94,172,411.53,
2024-10-11,Furniture,72,206,387.99,
2024-10-12,Furniture,71,142,399.33,
2024-10-13,Furniture,74,113,393.6,
2024-10-14,Furniture,86,152,387.24,
2024-10-15,Furniture,97,192,380.88,
2024-10-16,Furniture,94,178,384.68,
2024-10-17,Furniture,92,165,388.47,
2024-10-18,Furniture,79,138,395.46,
2024-10-19,Furniture,66,171,382.35,
2024-10-20,Furniture,74,199,381.45,
2024-10-21,Furniture,78,218,400.43,
2024-10-22,Furniture,91,182,396.75,
2024-10-23,Furniture,88,248,396.46,
2024-10-24,Furniture,88,259,405.53,
2024-10-25,Furniture,75,190,382.75,
2024-10-26,Furniture,63,120,404.91,
2024-10-27,Furniture,74,216,383.91,
2024-10-28,Furniture,79,165,408.92,
2024-10-29,Furniture,90,160,398.6,
2024-10-30,Furniture,104,178,395.07,
2024-10-31,Furniture,88,206,380.71,
2024-11-01,Furniture,98,178,407.38,
2024-11-02,Furniture,109,231,394.24,
2024-11-03,Furniture,119,249,413.74,
2024-11-04,Furniture,113,287,399.26,
2024-11-05,Furniture,152,452,398.97,
2024-11-06,Furniture,146,365,396.02,
2024-11-07,Furniture,139,278,393.08,
2024-11-08,Furniture,105,258,395.63,
2024-11-09,Furniture,104,216,415.48,
2024-11-10,Furniture,107,281,391.8,
2024-11-11,Furniture,130,315,399.13,
2024-11-12,Furniture,134,359,391.98,
2024-11-13,Furniture,137,403,384.82,
2024-11-14,Furniture,148,336,386.51,
2024-11-15,Furniture,132,268,395.55,
2024-11-16,Furniture,118,201,411.81,
2024-11-17,Furniture,123,267,410.67,
2024-11-18,Furniture,121,342,401.37,
2024-11-19,Furniture,153,274,401.74,
2024-11-20,Furniture,144,360,414.03,
2024-11-21,Furniture,135,212,390.43,
2024-11-22,Furniture,123,216,393.7,
2024-11-23,Furniture,118,310,411.62,
2024-11-24,Furniture,122,305,382.56,
2024-11-25,Furniture,111,209,418.06,
2024-11-26,Furniture,173,499,391.27,
2024-11-27,Furniture,155,343,404.98,
2024-11-28,Furniture,138,309,393.27,
2024-11-29,Furniture,122,310,401.8,
2024-11-30,Furniture,120,344,394.64,
2024-12-01,Furniture,121,262,403.81,
2024-12-02,Furniture,134,258,404.46,
2024-12-03,Furniture,146,254,405.11,
2024-12-04,Furniture,148,249,405.76,
2024-12-05,Furniture,149,245,406.41,
2024-12-06,Furniture,120,221,400.04,
2024-12-07,Furniture,122,219,399.07,
2024-12-08,Furniture,110,248,416.1,
2024-12-09,Furniture,124,230,404.71,
2024-12-10,Furniture,161,347,396.76,
2024-12-11,Furniture,152,249,403.57,
2024-12-12,Furniture,153,240,404.08,
2024-12-13,Furniture,134,295,398.8,
2024-12-14,Furniture,122,193,403.74,
2024-12-15,Furniture,129,236,416.13,
2024-12-16,Furniture,147,239,380.97,
2024-12-17,Furniture,177,474,404.25,
2024-12-18,Furniture,186,489,382.21,
2024-12-19,Furniture,156,400,386.15,
2024-12-20,Furniture,136,246,413.25,
2024-12-21,Furniture,139,223,393.45,
2024-12-22,Furniture,142,239,418.82,
2024-12-23,Furniture,159,466,401.26,
2024-12-24,Furniture,182,486,383.71,
2024-12-25,Furniture,177,466,404.65,
2024-12-26,Furniture,164,340,404.6,
2024-12-27,Furniture,123,362,404.54,
2024-12-28,Furniture,145,326,402.71,
2024-12-29,Furniture,160,399,394.2,
2024-12-30,Furniture,147,258,385.35,
2024-12-31,Furniture,180,473,379.92,
2025-01-01,Furniture,148,424,380.3,
2025-01-02,Furniture,106,198,396.29,
2025-01-03,Furniture,111,324,391.03,
2025-01-04,Furniture,102,228,407.42,
2025-01-05,Furniture,106,276,396.89,
2025-01-06,Furniture,111,324,386.36,
2025-01-07,Furniture,142,372,391.36,
2025-01-08,Furniture,138,257,395.57,
2025-01-09,Furniture,114,196,402.01,
2025-01-10,Furniture,89,136,408.45,
2025-01-11,Furniture,19,256,409.95,drop
2025-01-12,Furniture,126,376,410.07,
2025-01-13,Furniture,125,305,383.18,
2025-01-14,Furniture,144,295,396.2,
2025-01-15,Furniture,164,285,409.22,
2025-01-16,Furniture,19,44,383.47,drop
2025-01-17,Furniture,99,190,398.7,
2025-01-18,Furniture,115,291,413.92,
2025-01-19,Furniture,112,284,389.05,
2025-01-20,Furniture,126,198,406.19,
2025-01-21,Furniture,161,304,384.78,
2025-01-22,Furniture,148,410,384.94,
2025-01-23,Furniture,150,429,381.93,
2025-01-24,Furniture,108,253,393.27,
2025-01-25,Furniture,119,348,394.86,
2025-01-26,Furniture,114,252,381.82,
2025-01-27,Furniture,122,240,411.88,
2025-01-28,Furniture,146,277,413.32,
2025-01-29,Furniture,161,424,403.49,
2025-01-30,Furniture,135,351,393.66,
2025-01-31,Furniture,118,196,396.21,
2025-02-01,Furniture,112,280,386.42,
2025-02-02,Furniture,127,254,395.46,
2025-02-03,Furniture,141,334,404.5,
2025-02-04,Furniture,156,414,413.54,
2025-02-05,Furniture,168,481,414.17,
2025-02-06,Furniture,152,359,409.13,
2025-02-07,Furniture,119,242,400.82,
2025-02-08,Furniture,126,298,395.29,
2025-02-09,Furniture,134,355,389.75,
2025-02-10,Furniture,141,411,384.22,
2025-02-11,Furniture,156,450,393.28,
2025-02-12,Furniture,170,488,402.33,
2025-02-13,Furniture,144,398,402.44,
2025-02-14,Furniture,119,308,402.56,
2025-02-15,Furniture,143,417,418.6,
2025-02-16,Furniture,138,303,394.45,
2025-02-17,Furniture,134,351,413.91,
2025-02-18,Furniture,180,406,382.39,
2025-02-19,Furniture,162,377,395.5,
2025-02-20,Furniture,143,278,396.77,
2025-02-21,Furniture,149,322,390.94,
2025-02-22,Furniture,140,257,408.2,
2025-02-23,Furniture,138,366,392.03,
2025-02-24,Furniture,134,271,394.44,
2025-02-25,Furniture,153,335,397.78,
2025-02-26,Furniture,172,399,401.11,
2025-02-27,Furniture,468,1208,403.43,
2025-02-28,Furniture,765,2016,405.75,spike
2025-03-01,Furniture,113,176,412.14,
2025-03-02,Furniture,134,322,402.56,
2025-03-03,Furniture,145,250,392.98,
2025-03-04,Furniture,172,295,415.08,
2025-03-05,Furniture,144,310,417.05,
2025-03-06,Furniture,157,362,392.99,
2025-03-07,Furniture,143,227,417.86,
2025-03-08,Furniture,129,259,404.52,
2025-03-09,Furniture,143,254,379.76,
2025-03-10,Furniture,156,300,384.76,
2025-03-11,Furniture,170,347,389.75,
2025-03-12,Furniture,158,324,390.4,
2025-03-13,Furniture,147,300,391.06,
2025-03-14,Furniture,131,387,391.71,
2025-03-15,Furniture,136,223,417.05,
2025-03-16,Furniture,137,395,389.49,
2025-03-17,Furniture,150,326,394.04,
2025-03-18,Furniture,160,411,387.2,
2025-03-19,Furniture,171,496,380.35,
2025-03-20,Furniture,159,434,407.32,
2025-03-21,Furniture,142,213,409.62,
2025-03-22,Furniture,128,300,410.39,
2025-03-23,Furniture,151,349,382.87,
2025-03-24,Furniture,153,331,379.69,
2025-03-25,Furniture,163,310,398.13,
2025-03-26,Furniture,176,342,386.45,
2025-03-27,Furniture,168,368,400.13,
2025-03-28,Furniture,134,334,414.09,
2025-03-29,Furniture,139,422,415.34,
2025-03-30,Furniture,144,342,403.05,
