order_date,category,units_sold,inventory_on_hand,unit_price,_injected_anomaly
"Nov 09, 2024",ELECTRONICS,-305,536,254.08,
2023.05.16,ELECTRONICS,375,780,260.23,
25-09-2023,Groceries,390,771,8.5,
04/15/2023,Electroncs,261,553,242.74,
2025.05.24,Toys,187,549,26.07,
2023.06.30,GROCERIES ,489,1452,8.25,
03-Apr-25, Clothing,513,1430,38.69,
03/13/2023,clothing,395,666,39,
06-06-2023,groceries,-750,NULL,8.54,
03-12-2023,Groceries,593,1306,$8.84,
2024.08.03,TOYS,123,337,$25.81,
02-06-2023,FURNITURE ,91,225,"382,14",
11-09-2023,TOYS,106,288,25.49,
10-Dec-24,clothing,506,1055,39.7,
"Aug 26, 2023",ELECTRONICS,168,273,256.19,
2023.02.07,FURNITURE ,132,234,415.74,
2025.03.06, Electronics ,435,945,260.39,
25-05-2023,Electroncs,299,723,$257.04,
"May 07, 2024",Clothing,495,994,39.82,
"Feb 04, 2023",CLOTHING,318,838,$38.79,
11-Jan-24,Cloting,370,594,$40.25,
2024.02.07,Groceries,800,1846,NULL,
"Nov 09, 2024",Furnitature,104,216,$415.48,
11/16/2023,furniture,112,222,407.58,
2023.08.06,Cloting,262,732,41.66,
09-03-2023,Clothing,220,529,41.72,
2024.04.19,TOYS,200,405,"24,85",
24-01-2024, groceries ,776,1417,8.62,
2024.10.12,groceries,318,900,"8,11",
05/26/2024,clothing,340,847,40.39,
2024.09.03, Toys ,-146,403,24.2,
2025.02.21,Groceries,583,1712,$8.68,
12/13/2024,GROCERIES ,639,1838,$8.26,
2025.06.01,CLOTHING,372,660,$41.32,
2025.02.14,electronics,1107,3220,250.36,spike
01/21/2023, groceries ,-497,1350,8.26,
21-02-2023, Electronics ,306,580,$259.04,
2023.05.01, Clothing,366,1003,41.59,
2024.11.21,Cloting,454,1042,41.96,
2023.03.20,Groceries,2439,6112,8.72,spike
28-07-2023,toys,?,184,$26.10,
10-Mar-24, groceries ,634,1482,$8.37,
21-12-2024,clothing,407,988,38.15,
"Aug 25, 2024",Electronics,191,NULL,$248.52,
2024.03.23,Electroncs,296,461,247.57,
06-Jul-24,TOYS,155,319,24.24,
2025.04.27, Toys ,194,546,23.84,
"Mar 02, 2024",Toyz,166,251,25.67,
02-03-2025,Furnitature,129,383,,
"Apr 28, 2024",Furniture,-121,223,392.16,
12-Aug-24,ELECTRONICS,207,449,245.09,
22-Jan-25,Clothing,449,na,39.38,
22-Aug-23,Cloting,301,726,41.06,
26-Aug-24,FURNITURE ,-77,200,$390.22,
29-Jan-23,electronics,246,406,$255.36,
28-01-2025, Electronics ,374,1095,251.89,
14-08-2023,Toys,126,null,$26.18,
11-Mar-23,Furniture,101,251,401.32,
03-11-2024,Electronics,316,850,$240.86,
08-11-2023,Grocery,736,1146,8.65,
01/23/2025, Toys ,211,433,"25,55",
"Jul 03, 2024",Cloting,387,813,$38.61,
"Nov 22, 2023",Grocery,802,2228,$8.10,
30-03-2025, Clothing,376,810,40.31,
"Jan 04, 2023", Electronics ,270,669,$248.44,
05-06-2025,GROCERIES ,796,2382,$8.79,
20-09-2023,furniture,94,168,"409,48",
"Feb 05, 2024", furniture,117,319,"384,50",
2025.05.13,Electronics,453,762,250.44,
02-Jun-25,TOYS,199,532,24.69,
02-Oct-23,Clothing,238,626,41.88,
2023.11.28, Toys ,187,335,23.71,
04-05-2025,Electronics,-376,716,$244.29,
03/23/2025,FURNITURE ,151,349,$382.87,
05-Jan-24,Electroncs,254,645,$239.43,
06/13/2025,Toyz,157,468,$24.27,
"Mar 15, 2024",Furnitature,123,225,399.21,
26-03-2023,toys,183,384,24.05,
08-Jun-24,Electroncs,281,597,247.95,
10-Apr-25, Electronics ,471,1130,242.25,
"Oct 03, 2023",Cloting,258,469,"40,13",
19-06-2025,FURNITURE ,140,273,414.15,
"Jun 19, 2024", Toys ,207,311,25.5,
22-Apr-23,ELECTRONICS,280,598,261.5,
2023.07.27,Furnitature,-103,209,$384.61,
11/17/2023, Electronics ,229,439,$262.36,
"Feb 16, 2024",Electroncs,249,415,$261.37,
04/19/2025, Electronics ,352,549,$249.98,
12-10-2023,Cloting,375,1000,$40.79,
"Nov 08, 2024",Furniture,105,258,$395.63,
14-03-2023,Clothing,427,914,38.45,
10-Aug-24,ELECTRONICS,N/A,313,253.11,
24-03-2025,groceries,649,1553,$8.48,
04/29/2023,Furnitature,109,302,$397.35,
"Feb 10, 2024",FURNITURE ,94,252,$416.02,
"Dec 30, 2024",CLOTHING,458,912,38.64,
2023.05.05,Electroncs,269,519,246.27,
02-10-2023,Grocery,590,1568,8.76,
"Jun 11, 2025",Furniture,NULL,279,405.89,
"Aug 04, 2023",Toyz,108,260,25.72,
16-04-2025,Grocery,891,2353,8.72,
2023.03.23,Grocery,832,2336,8.19,
"Jun 26, 2024",Electroncs,334,850,$260.27,
10-05-2023,Electronics,168,na,257.5,
30-Jan-25,clothing,423,1212,41.35,
04/16/2024,Furnitature,174,444,$409.08,
05-Dec-24,groceries,779,1752,"8,69",
21-03-2023,CLOTHING,410,885,$39.57,
"Apr 14, 2023", groceries ,622,1503,$8.65,
24-Jan-24,Toyz,43,68,24.11,drop
"Jul 18, 2023",furniture,107,251,$394.44,
03-09-2024,toys,184,279,23.94,
2023.06.15, Toys ,176,517,24.91,
25-Sep-23,FURNITURE ,68,150,394.55,
07-06-2023,electronics,379,814,$255.26,
24-May-23, Electronics ,336,713,261.02,
05/14/2025,furniture,185,406,NULL,
2023.12.21,Electroncs,375,630,$250.72,
21-Jan-25,Furnitature,161,NULL,"384,78",
2023.07.14,Furniture,89,145,379.71,
2023.06.28,toys,193,393,23.96,
09-Jul-24,Toyz,204,491,24.2,
10-Jan-23,furniture,110,211,"382,14",
06-01-2025, groceries ,553,?,"8,46",
2023.04.03,TOYS,-175,518,24.29,
2024.03.10,CLOTHING,2007,4465,$38.16,spike
03/17/2024,Toyz,188,515,"24,67",
2025.03.20,TOYS,233,502,24.3,
27-01-2023,Furnitature,92,192,402.79,
01-Feb-23, Clothing,446,1138,38.69,
"Mar 06, 2025",toys,216,461,$24.80,
2025.02.01,CLOTHING,371,997,40.68,
09/29/2023,TOYS,97,156,"24,67",
19-Feb-25, groceries ,838,2442,$8.70,
12-Dec-24,TOYS,225,493,23.77,
08-Jan-25,Grocery,620,1544,8.2,
2024.11.01,Toys,153,376,24.07,
11-Aug-23,CLOTHING,240,467,38.92,
05-02-2025,Electronics,394, ,256.94,
26-Jan-25,furniture,114,252,381.82,
11-02-2023, Clothing,378,1073,38.36,
06/26/2023,Electronics,250,516,261.59,
2025.03.07, Toys ,-194,459,23.91,
20-Aug-24,ELECTRONICS,248,439,"256,97",
01-05-2024,Electronics,426,736,$246.20,
16-07-2024,FURNITURE ,124,316,"409,06",
2024.08.23,Grocery,366,877,8.34,
04/18/2024, groceries ,736,1246,8.75,
08/14/2024, groceries ,553,1259,8.36,
06/25/2023, Clothing,284,554,41.32,
"Apr 03, 2025",Furniture,179,471,408.96,
"Feb 06, 2024", Clothing,420,677,38.54,
26-02-2023, Clothing,348,926,"39,23",
"Nov 20, 2023",Electroncs,286,594,241.24,
21-09-2024,electronics,166,269,"254,61",
"May 26, 2023", Clothing,309,622,41.3,
16-11-2023,toys,188,365,"24,36",
12/22/2024, Toys ,225,440,$24.96,
23-May-25,Electronics,296,447,250.51,
2023.01.16,Clothing,319,778,39.98,
"Oct 29, 2023",ELECTRONICS,180,523,259.25,
"Nov 17, 2023",furniture,105,230,$410.61,
16-Apr-23,Grocery,608,1267,$8.57,
20-04-2024,Electroncs,307,808,246.98,
"May 01, 2024", groceries ,862,2065,"8,59",
07-05-2025,electronics,440,1207,257.39,
10-08-2024,clothing, ,378,38.95,
2023.05.12,Electroncs,228,476,249.86,
01-01-2024, Clothing,321,482,$38.70,
03-06-2025,Clothing,456,882,40.42,
06-Feb-25,Furniture,152,359,"409,13",
06-Jan-25, furniture,111,,386.36,
14-Nov-24,Toyz,223,413,26.03,
03-07-2024, furniture,149,349,$412.66,
20-Aug-24,TOYS,150,323,25.44,
31-Jul-23,Furnitature,79,171,390.33,
2025.05.29,FURNITURE ,160,465,$382.58,
02-Jul-24, Toys ,186,415,"24,13",
10-Aug-24,furniture,75, ,400.51,
03-02-2023,GROCERIES ,764,1491,8.18,
2023.05.22, Clothing,1188,2088,"39,90",spike
15-06-2024,Cloting,330,632,41.03,
02/23/2023,toys,192,567,$24.49,
08-Aug-24,Groceries,479,1331,8.33,
08-07-2024,furniture,105,255,391.85,
"Aug 27, 2024",Cloting,259,448,39.11,
07-Jan-25,Electronics,325,639,239.11,
28-Dec-23,Furniture,147,na,402.59,
01-04-2025, groceries ,479,845,8.36,
01/26/2023,Groceries,656,1950,8.14,
2023.01.26,ELECTRONICS,315,544,239.2,
01/17/2025,TOYS,146,357,25.91,
"Nov 23, 2024", Clothing,309,609,41.05,
31-08-2023,electronics,211,601,250.55,
"Feb 28, 2024",Furnitature,159,386,383.77,
2025.03.04, Clothing,489,817, ,
29-11-2023,Furniture,154,257,409.83,
24-Oct-23,clothing,277,519,$38.36,
15-Sep-24,groceries,385,965,8.84,
"Dec 09, 2024",Cloting,372,593,NULL,
2024.02.19,groceries,-641,1239,"8,07",
20-Mar-25,groceries,703,1573,N/A,
2024.12.03,toys,265,597,25.46,
"Jun 21, 2024",TOYS,173,420,25.72,
02-11-2023,Clothing,338,554,40.89,
24-Mar-25, Electronics ,368,673,$239.24,
25-Apr-23,furniture,138,401,405.57,
02-02-2023, Electronics ,270,664,242.04,
2023.07.03,groceries,552,1097,8.24,
11-06-2024,Electroncs,344,681,247.32,
12/28/2023,Toyz,216,608,25.24,
2023.05.18,FURNITURE ,122,N/A,$387.52,
03-02-2023,Toyz,206,597,"25,67",
13-06-2023,groceries,681,1686,8.38,
22-May-24,TOYS,236,581,26.07,
10-07-2024,Groceries,347,750,8.31,
15-Apr-23,TOYS,NULL,28,"25,67",drop
02-10-2024,clothing,292,831,39.31,
07-02-2024,Cloting,393,766,38.44,
09/29/2023, groceries ,313,883,8.39,
"May 21, 2023",Clothing,388,869,40.51,
2024.11.11,CLOTHING,407,1098,"38,49",
"Sep 01, 2023", Toys ,105,na,$24.47,
10-Jun-25,Cloting,478,1044,$38.68,
10-Jun-24,Toys,157,388,25.54,
02-08-2023,Cloting,329,893,"40,42",
2025.05.06,Clothing,598,1744,$40.27,
"Jan 21, 2025",TOYS,208,510,24.81,
22-01-2025, Electronics ,404,796,239.31,
29-Jul-24,GROCERIES ,436,999,$8.32,
15-Apr-24, furniture,129,322,412.95,
21-01-2025,Electronics,373,1119,238.35,
01/31/2023,Clothing,398,,41.19,
2023.01.02,Toyz,146,253,"24,10",
06-Dec-24,Furniture,120,221,400.04,
2024.03.03,toys,155,261,$24.93,
"Jul 14, 2024", groceries ,477,891,$8.16,
11/26/2023, Clothing,335,796,$40.55,
11/28/2024,Furniture,null,309,"393,27",
03/27/2023, groceries ,730, ,$8.50,
"Dec 31, 2024",Groceries,811,1446,8.25,
"Feb 17, 2023", Toys ,174,379,25.19,
10-01-2023, groceries ,374,812,"8,39",
15-10-2024,ELECTRONICS,-211,622,259.38,
24-08-2023,furniture,88,164,382.4,
2024.10.18,TOYS,N/A,269,24.86,
26-Oct-23,Toys,121,203,$25.37,
19-Jan-23,Furniture,116,237,390.86,
01/16/2025, Toys ,203,,25.84,
2023.06.10,Groceries,556,927,8.52,
10/24/2024,Furnitature,88,259,405.53,
20-11-2024,Grocery,780,1600,8.48,
04-Aug-23,CLOTHING,237,null,39.29,
2024.01.28, furniture,109,187,"403,68",
2025.03.01,Electronics,328,805,$253.23,
05/31/2025,FURNITURE ,125,201,416.02,
2023.10.31,groceries,538,1584,$8.29,
2025.03.08,TOYS,204,599,25.03,
"Dec 18, 2023", Clothing,445,822,"41,23",
2023.11.11, groceries ,538,1199,$8.78,
29-Dec-24,Furniture,160,399,394.2,
11-05-2023,Groceries,716,1991,8.44,
2025.04.12,CLOTHING,422,973,$38.01,
06/25/2023,TOYS,146,358,24.37,
11-Feb-24, furniture,120,280,$396.73,
20-07-2024,toys,138,255,24.51,
07-02-2023, Clothing,298,569,38.73,
20-Jan-23,Clothing,300,568,39.51,
11-Oct-24, Toys ,103,285,$25.31,
30-Nov-24,GROCERIES ,621,974,8.88,
02-06-2023, Toys ,164,248,25.08,
19-06-2023,Grocery,560,1263,8.17,
23-02-2024,Cloting,342,652,38.83,
2023.10.05,groceries,379,1066,$8.67,
"Oct 07, 2023",Clothing,196,516,40.85,
03/20/2025,electronics,415,997,259.44,
01/27/2023,Groceries,541,968,8.91,
03-12-2025,Furnitature,180,437,387.03,
2023.05.02,FURNITURE ,137,348,$412.64,
29-05-2025,ELECTRONICS,384,1027,$240.07,
"May 24, 2024",Toyz,-186,534,$25.21,
08/13/2023, Toys ,-116,332,25.03,
"Feb 05, 2023", Electronics ,263,737,253.22,
20-11-2023, furniture,114,269,398.76,
2025.04.20, Electronics ,354,835,237.77,
2024.12.31,clothing,547,1253,39.98,
02/18/2025, furniture,180,406,382.39,
03-02-2023,furniture,135,203,$415.67,
2024.10.31,Toyz,134,296,$23.84,
05-11-2023,Electroncs,271,463,257.24,
2025.01.20,TOYS,197,540,24.41,
2024.01.14,toys,142,288,N/A,
11/22/2024,Electronics,318,942,243.62,
"Sep 07, 2024",furniture,70,128,391.86,
18-Sep-24,Furniture,95,285,$397.46,
04-03-2023,furniture,102,228,"392,26",
13-Jun-25, groceries ,562,1532,"8,82",
09-Apr-25,Furniture,184,516,416.93,
02-03-2024,furniture,116,292,$384.79,
09-Dec-24,Furnitature,124,230,404.71,
09-10-2024,Electroncs,248,699,251.55,
17-08-2024,electronics,190,414,$244.05,
06/24/2023,Toys,,231,24.22,
10-03-2023, Toys ,169,420,$25.40,
"Mar 26, 2023",GROCERIES ,651,1176,8.53,
2025.01.10, Electronics ,277,548,249.5,
"Apr 18, 2025",groceries, ,1753,8.65,
24-07-2024,TOYS,181,272,$24.79,
26-Jan-23,Toyz,171,330,24.72,
08/31/2023,Grocery,2403,5772,8.48,spike
2023.09.17, groceries ,333,679,8.84,
2024.04.06,furniture,110,249,396.13,
2024.08.08, Toys ,-152,243,25.39,
06/30/2025,clothing,364,1030,"38,53",
26-08-2024,Electroncs,202,584,$251.19,
08-05-2025,Furnitature,173,370,$415.84,
10-10-2023,groceries,462,863,8.47,
2023.08.26,Furniture,68,166,$401.59,
20-12-2023,FURNITURE ,157,336,$382.72,
2024.12.01,Electroncs,330,770,254.46,
27-Oct-24,TOYS,110,247,"24,31",
2025.01.02,Furniture,106,198,$396.29,
22-06-2024, Electronics ,260,532,250.46,
01/15/2023,Furniture,101,251,415.3,
21-Sep-23, Clothing,252,733,40.57,
2025.02.28,FURNITURE ,765,2016,$405.75,spike
06-Jan-24,toys,149,335,$25.03,
"Oct 22, 2023",Groceries,354,null,8.37,
"Jun 02, 2023",Grocery,480,1230,$8.23,
07-08-2023, Clothing,271,766,"38,12",
"Nov 03, 2023",Toyz,153,268,25.48,
24-Jan-23,groceries,745,1787,8.07,
2025.05.23, Toys ,204,394,23.96,
2025.02.12, groceries ,858,1936,$8.41,
04-05-2025,GROCERIES ,596,1551,$8.07,
21-Oct-24,Grocery,408,934,$8.68,
07-05-2025,Grocery,841,N/A,"8,44",
01/28/2023,Furnitature,89,239,415.12,
22-Dec-23,Electronics,327,900,251.28,
2024.12.03,ELECTRONICS,434,1186,$261.88,
02-07-2025,ELECTRONICS,311,880,238.39,
17-04-2023,FURNITURE ,124,370,387.24,
05-Feb-25, Toys ,243,671,"25,56",
2024.11.22,Cloting,-351,608,41.54,
14-02-2025, Clothing,369,1105,38.45,
16-Jun-23,FURNITURE ,89,135,399.03,
11-08-2023,ELECTRONICS,332,834,245.99,
14-Sep-23,Furnitature,77,221,$394.50,
2023.06.29,Furniture,97,170,393.16,
10-Apr-25,FURNITURE ,167,475,394.05,
09-Apr-25,Toyz,278,713,25.13,
"Jan 15, 2023", groceries ,585,900,8.26,
26-05-2024,GROCERIES ,561,1164,$8.82,
"Jul 04, 2023",Clothing,357,580,$38.56,
30-Nov-24,Toys,208,376,25.13,
12-03-2023,furniture,107,186,410.38,
04-01-2023,TOYS,-169,331,24.73,
01-12-2023,Electronics,275,566,261.03,
03/26/2024,TOYS,256,543,24.02,
28-12-2023,clothing,N/A,896,39.21,
"Mar 05, 2023",Electronics,275,567,255.79,
22-Apr-25, Electronics ,490,1448,$258.51,
21-Jan-23,clothing,296,708,38.08,
"Jun 04, 2024",Cloting,448,792,$39.83,
"Jun 24, 2023",electronics,-225,502,254.21,
09/16/2023,Toyz,106,194,$24.56,
"Nov 11, 2023",Toys,169,264,24.31,
15-Jan-23,toys,122,269,25.33,
01/19/2025,Clothing,307,873,$41.54,
08-09-2024,Grocery,365,766,$8.46,
04/15/2024,Groceries,676,1763,"8,72",
26-Nov-24,clothing,447,744,$40.83,
03-09-2025,toys,226,398,25.19,
08-Sep-23,TOYS,105,243,24.44,
"Nov 20, 2023",groceries,578,1451,"8,21",
20-07-2023,clothing,315,932,"38,23",
11/20/2024,Furniture,?,360,$414.03,
08-02-2023, groceries ,711,1331,8.71,
20-11-2023,Cloting,346,546,"39,07",
09-08-2024,FURNITURE ,78,141,394.79,
02/17/2025, groceries ,690,1833,"8,47",
12-Mar-23,electronics,274,486,$239.51,
01-09-2025,Furniture,124,230,$399.11,
2024.12.16, furniture,147,239,380.97,
2023.08.17,Toys,13,null,25.3,drop
10/22/2023, Toys ,103,154,26,
03-12-2025,groceries,804,1269,$8.53,
04-02-2023,furniture,115,324,396.49,
29-05-2024, Electronics ,396,737,260.62,
2024.06.17,Furniture,134,245,396.6,
16-06-2023,Clothing,298,889,38.28,
07-09-2024,CLOTHING,225,356,39.19,
03-Mar-24,Furnitature,126,356,?,
2025.01.02,clothing,369,722,40.02,
2023.01.01,Groceries,545,1255,8.89,
25-12-2023,Electroncs,328,836,"262,19",
"Jul 24, 2023",toys,131,283,$25.89,
17-06-2025,Electronics,344,553,$240.55,
24-08-2023,Grocery,412,NULL,8.39,
04-11-2023,ELECTRONICS,324,750,257.49,
06/21/2023, furniture,135,364,392.33,
26-12-2024,CLOTHING,472,1125,38.45,
01/14/2023,Toyz,131,327,$24.09,
30-07-2024,electronics,298,690,$247.31,
2023.12.28,Electronics,385,741,261.39,
"Aug 21, 2023",FURNITURE ,77,166,$389.80,
10-07-2023,Groceries,-326,592,$8.61,
06-01-2023,Electronics,204,503,248.92,
01-11-2025, groceries ,456,NULL,"8,76",
17-Aug-24,Clothing,233,363,38.44,
01-Feb-23,Furnitature,145,374,418.84,
"Apr 27, 2025",furniture,140,244,$410.55,
2024.07.24,Furniture,125,371,403.65,
06/25/2025,clothing,475,1251,$40.37,
05-05-2024, Toys ,198,565,$24.81,
2023.02.20,Toyz,179,472,25.6,
18-05-2024, Toys ,186,412,$25.91,
2023.03.09, Clothing,408,1043,39.09,
01-Jan-24,Toyz, ,235,$26.13,
29-Feb-24,CLOTHING,426,847,41.27,
02-10-2025,Clothing,419,908,39.35,
27-Oct-23,FURNITURE ,68,178,393.07,
11-11-2023, Electronics ,246,624,$240.40,
03-Jan-23,ELECTRONICS,50,127,250.91,drop
"May 31, 2025",TOYS,179,477,"25,96",
03-Mar-25,toys,217,628,23.79,
2023.02.03,clothing,349,1019,41.45,
09-06-2024,Toyz,111,309,25.1,
13-03-2024,Toyz,266,587,$25.84,
11-11-2024,TOYS,191,378,24.05,
20-Mar-24,Electroncs,417,na,254.43,
2024.08.06,electronics,281,708,261.09,
09/18/2024,GROCERIES ,523,834,8.74,
27-04-2023,Furniture,116,181,385.97,
03/22/2023,furniture,152,339,392.25,
04-11-2023,Furnitature,138,344,401.59,
24-04-2023,Electronics,296,765,$243.79,
2024.07.16,Grocery,604,1274,8.64,
2025.04.16,furniture,NULL,395,$410.33,
22-03-2025,clothing,423,828,40.33,
07/21/2024, groceries ,451,689,8.34,
06-03-2024,Clothing,369,609,39.23,
14-04-2024,clothing,397,?,40.36,
2024.02.22,toys,220,458,$24.58,
05-01-2024,Toyz,139,287,25.04,
02-11-2023,Electroncs,229,484,244.99,
23-May-24,CLOTHING,402,1072,41.57,
01-Jul-23,ELECTRONICS,null,378,$261.20,
2023.08.15, Electronics ,221,653,238.47,
21-03-2025, Toys ,195,?,"23,83",
"May 28, 2025",clothing,497, ,NULL,
12-05-2024,TOYS,183, ,24.03,
2023.03.18,Furniture,109,311,$400.35,
"Mar 07, 2023", Clothing,484,1346,38.13,
09-Feb-25,GROCERIES ,620,1325,8.61,
19-Jun-24,GROCERIES ,660,1413,8.33,
2025.01.07, groceries ,682,1576,8.65,
06-Jan-25, furniture,111,,386.36,
05-05-2025,FURNITURE ,151,240,"383,50",
2023.01.19,toys,167,273,24.44,
09-11-2024,groceries,-591,1116,$8.71,
2025.05.14,GROCERIES ,873,2344,8.67,
2023.04.28,FURNITURE ,116,294,417.7,
05-05-2024,GROCERIES ,650,1919,8.64,
"Jan 21, 2024", furniture,100,203,"402,50",
12/20/2023, Toys ,244,574,25.25,
2024.09.13,clothing,173,500,41.45,
14-Jun-23,TOYS,186,285,25.82,
"Jun 08, 2024", furniture,105,241,$406.57,
"Jan 25, 2023",Toyz,204,543,24.94,
06/25/2024,Electronics,310,628, ,
20-Nov-24,CLOTHING,471,722,$41.01,
2023.09.22,Cloting,186,380,$39.84,
24-09-2023,clothing,215,541,"41,66",
15-09-2023,ELECTRONICS,149,349,251.46,
28-10-2023,toys,105,187,"24,23",
20-Jul-23,GROCERIES ,549,1246,8.33,
2025.03.19,Toyz,285,742,$25.34,
10-Mar-24, Electronics ,332,793,$253.43,
2024.12.15,Electroncs,313,792,"238,09",
16-06-2025, Toys ,189,418,23.8,
06/14/2024,Electronics,-246,415,251.23,
2024.03.19,Electroncs,410,804,$244.05,
04-05-2025,CLOTHING,405,658,38.23,
05-12-2023,CLOTHING,488,890,$39.14,
14-Jun-23, Electronics ,326,800,$259.59,
27-12-2024,Grocery,615,1073,8.86,
13-11-2023,TOYS,192,476,25.1,
03/21/2025,CLOTHING,402,738,39.17,
15-Aug-24,CLOTHING,318,641,40.61,
28-12-2024,Furnitature,145,326,402.71,
17-09-2024,GROCERIES ,401,961,$8.20,
25-02-2023,toys,151,,$25.13,
2023.02.03,GROCERIES ,533,927,8.91,
06-08-2023,Toyz,194,346,$25.21,
2023.06.16,Grocery,489,1265,8.5,
"Apr 29, 2025",Groceries,823,1422,$8.89,
"Jun 29, 2024",Groceries,520,1526,?,
05/30/2024, Toys ,-208,445,$25.91,
"Apr 07, 2024",Clothing,396,687,40.18,
12/13/2024,toys,202,346,$23.72,
08/16/2024,groceries,381,858,8.31,
2024.05.19,clothing,343,614,40.69,
19-Feb-24,FURNITURE ,124, ,$414.58,
23-03-2023,Electroncs,309,N/A,250.17,
13-08-2024,Furniture,119,258,402.97,
05/29/2024,clothing,468,1340,40.38,
11-02-2024,electronics,272,750,$258.01,
"Jan 21, 2024",toys,162,423,$23.71,
29-Jun-25, Electronics ,284,548,$242.75,
09-08-2023,FURNITURE ,63,185,395.24,
2025.04.22,groceries,767,1667,8.41,
03-11-2023,Electroncs,262,468,255.65,
"May 19, 2024",Furniture,-118, ,386.97,
12-Dec-23,CLOTHING,481,1140,38.71,
2023.09.14, groceries ,439,1174,8.5,
17-10-2023, furniture,81,151,382.73,
01-Apr-25,Toys,262,765,24.77,
03/27/2023, Electronics ,308,785,$255.16,
01/28/2023, Electronics ,251,393,246.6,
2023.03.17, Clothing,347,901,"38,50",
2023.05.29,FURNITURE ,111,299,"405,56",
2023.07.27,Electronics,227,437,$240.49,
"Jul 28, 2023",Clothing,241,388,"41,04",
2025.05.03,Clothing,363,770,$39.32,
"Feb 26, 2025",clothing,522,1387,$38.44,
01-07-2023,Grocery,457,na,8.63,
04-Oct-23, Electronics ,214,606,257.94,
26-Oct-23,groceries,419,1227,8.12,
2023.05.18,electronics,300, ,243.38,
2023.09.11, Clothing,215,536,38.41,
"Dec 09, 2023",Toys,162,425,24.81,
"Oct 20, 2024",groceries,339,1015,$8.79,
16-06-2023,toys,137,374,25.28,
"Apr 25, 2024",Clothing,466,809,41.14,
2023.07.27,Groceries,490,1294,8.32,
25-Sep-23,Electroncs,-173,null,na,
11-05-2024,toys,201,427,25.16,
09-Aug-24,Grocery, ,null,$8.43,
24-03-2023,GROCERIES ,599,1106,8.75,
2023.06.28,Groceries,641,1407,NULL,
2025.04.12,Groceries,658,1605,8.85,
"Jun 06, 2024", Electronics ,350,729,246.92,
01-03-2024,Electroncs,268,781,$238.22,
01-10-2024,TOYS,139,351,23.81,
"May 26, 2024", Toys ,190,489,24.05,
2024.01.09, Electronics ,na,590,"240,72",
05-Dec-24,Furnitature,149,245,406.41,
2025.06.07, Clothing,318,946,39.56,
"Jun 01, 2025",Toys,184,439,23.71,
2024.10.19, furniture,66,171,382.35,
2024.01.18,FURNITURE ,123,202,$405.49,
"Sep 03, 2024",Furnitature,83,?,$404.43,
10-12-2023,toys,127,328,24.43,
2024.05.06,Cloting,389,829,38.95,
06-Apr-23,Grocery,761,2172,8.53,
"Apr 28, 2024", Clothing,420,883,40.86,
02/25/2023,Furniture,na,229,$381.25,
17-Nov-24,GROCERIES ,-622,1745,$8.75,
08-Jun-23,ELECTRONICS,280,579,$241.42,
25-03-2024, furniture,141,301,403.33,
"Sep 26, 2023", groceries ,1450,2605,8.19,spike
2023.10.24,Furnitature,86,146,392.09,
24-02-2023,GROCERIES ,36,68,8.1,drop
05-Apr-25,CLOTHING,442,1251,40.11,
05-Feb-25, groceries ,null,2258,$8.56,
09-03-2023,furniture,69,198,$396.84,
2023.04.19,FURNITURE ,135,251,$385.39,
20-08-2023,groceries,384,981,"8,60",
02-04-2025,Grocery,747,1256,$8.08,
27-Jun-25,GROCERIES ,485,1376,8.62,
23-Jul-23,TOYS,132,310,$25.68,
"Jan 15, 2024",groceries,514,1487,8.57,
"Jul 01, 2024",ELECTRONICS,288,512,null,
25-Nov-24,CLOTHING,-425,1157,38.56,
08-Sep-23,Cloting,208,417,41.56,
"Nov 23, 2024",Furnitature,118,310,"411,62",
22-01-2023,Furniture,107,266,391.09,
16-Feb-23,Electronics,322,558,247.23,
11-Mar-25, Electronics ,463,1163,"251,26",
"May 09, 2023",toys,218,429,"24,86",
2024.12.14,Furniture,122,193,$403.74,
01/13/2025,Cloting,342,809,38.24,
27-May-23, furniture,93,229,384.03,
06-01-2025,Clothing,348,828,$40.86,
10-04-2024, groceries ,820,1245,8.72,
"Apr 11, 2025",Toys,202,305,$26.14,
2023.10.13, Clothing,187,295,39.7,
04/29/2023,Clothing,367,870,40.2,
"Feb 02, 2024",Electroncs,269,451,260.24,
04-11-2023,furniture,95,174,"408,31",
2024.05.10,CLOTHING,358,774,$39.54,
26-Mar-24, Electronics ,418,748,$254.00,
"Jun 26, 2025",Toyz,208,618,$23.87,
20-03-2023,FURNITURE ,null,317,391.86,
2025.01.25,furniture,119,348,394.86,
21-Jul-24,ELECTRONICS,218,459,259.11,
28-Mar-23,toys,224,509,"23,73",
"Jan 27, 2024",CLOTHING,351,791,38.43,
05-Aug-24,Cloting,287,683,38.76,
2024.01.14,Clothing, ,563,"41,55",
12/31/2023,Electronics,1495,3268,246.33,spike
"Apr 24, 2024",Furnitature,170,283,387.34,
09/22/2024,clothing,223,601,$38.81,
2024.03.03,Groceries,588,1037,$8.61,
08-11-2023,Electronics,166,,244.56,
2023.04.17,Electroncs,309,535,"245,99",
2024.06.25,Cloting,380,774,39.19,
05-09-2024,Clothing,404,1199,38.54,
05-02-2024,Clothing,402,958,40.33,
"Sep 24, 2023",GROCERIES ,356,961,"8,08",
11-Sep-24,furniture,93,177,417.81,
